instrument,locale,key,english,extracted,flags,status
F2,ilo,Awareness on No Balance Billing (NBB) and Zero Balance Billing (ZBB),Awareness on No Balance Billing (NBB) and Zero Balance Billing (ZBB),"Pannakaammo iti No Balance Billing (NBB) ken Zero Balance Billing (ZBB) .) <Section D to be answered by administrators, doctors, nurses, midwives, dentists, nutritionists-dieticians only. For pharmacists/dispenser and assistant pharmacist, proceed to Section E2 – Question 53. Otherwise, proceed to Section F – Question 56> (<Section D a sungbatan dagiti administrador, doktor, nars, komadrona, dentista, nutritionist-dieticians laeng. Para kadagiti parmasiutiko/dispenser ken katulongan a parmasiutiko, ituloy ti Seksion E2 – Saludsod 53. Ta no saan, ituloy ti Seksion F – Saludsod 56>","overlong-span,length-ratio,routing-note",flagged
F2,ilo,LGU/Barangay,LGU/Barangay,,empty,flagged
F2,ilo,Social Media,Social Media,,empty,flagged
F2,ilo,Have you heard about the Zero Balance Billing (ZBB)?,Have you heard about the Zero Balance Billing (ZBB)?,Have you heard about the Zero Balance Billing (ZBB)?,"echo-english,starts-mid-english",flagged
F2,ilo,What challenges do you commonly encounter for patients covered by ZBB?,What challenges do you commonly encounter for patients covered by ZBB?,Ania dagiti karit a gagangay a masabetmo para kadagiti pasiente a sakupen ti ZBB? PILIEN AMIN NGA AGaplikar.,local-directive,flagged
F2,ilo,Awareness on Expanded Health Programs (BUCAS and GAMOT),Awareness on Expanded Health Programs (BUCAS and GAMOT),"Pannakaammo kadagiti Napalawa a Programa ti Salun-at (BUCAS ken GAMOT) E1. Awareness of BUCAS Pannakaammo ti BUCAS <Questions 48 to 52 are to be answered only by administrators, doctors, nurses, midwives, dentists, nutritionists-dieticians in facilities with BUCAS centers. For pharmacists/dispenser and assistant pharmacists, proceed to Section E2 - Question 53. Otherwise, proceed to Section F – Question 56> <Dagiti saludsod 48 agingga iti 52 ket sungbatan laeng dagiti administrador, doktor, nars, komadrona, dentista, nutritionist-dietician kadagiti pasilidad nga addaan kadagiti sentro ti BUCAS. Para kadagiti parmasiutiko/dispenser ken katulongan a parmasiutiko, ituloy ti Seksion E2 - Saludsod 53. No saan, ituloy ti Seksion F – Saludsod 56>","overlong-span,length-ratio,routing-note",flagged
F2,ilo,Patient awareness,Patient awareness,,empty,flagged
F2,ilo,Facility location and accessibility,Facility location and accessibility,,empty,flagged
F2,ilo,Referral patterns,Referral patterns,,empty,flagged
F2,ilo,PhilHealth coverage and reimbursement,PhilHealth coverage and reimbursement,,empty,flagged
F2,ilo,Availability of staff/services,Availability of staff/services,,empty,flagged
F2,ilo,"In your opinion, BUCAS Centers have:","In your opinion, BUCAS Centers have:","Iti panagkunayo, dagiti BUCAS Centers ket addaan iti: PILIEN AMIN NGA AGaplikar",local-directive,flagged
F2,ilo,Availability of GAMOT medicines,Availability of GAMOT medicines,,empty,flagged
F2,ilo,Patient awareness of the program,Patient awareness of the program,,empty,flagged
F2,ilo,Prescribing practices of physicians,Prescribing practices of physicians,,empty,flagged
F2,ilo,Referring facility calls receiving facility,Referring facility calls receiving facility,Referring facility calls umaw-awat iti pasilidad,starts-with-english,flagged
F2,ilo,DOH standard referral form,DOH standard referral form,DOH standard a porma ti panangiturong,starts-with-english,flagged
F2,ilo,"Almost all patients walk-in/self-referred, very few are referred","Almost all patients walk-in/self-referred, very few are referred",,empty,flagged
F2,ilo,"Very Dissatisfied: Major improvements needed, many patients are referred to the wrong specialists or do not receive appropriate follow-up care","Very Dissatisfied: Major improvements needed, many patients are referred to the wrong specialists or do not receive appropriate follow-up care","Saan unay a Kontento: Kasapulan dagiti dadakkel a panagrang- ay, adu a pasiente ti maiturong kadagiti di umiso nga espesialista wenno saan nga umawat iti maitutop a panangsurot a panangaywan) (ituloy ti Q62 no doktor/ dentista, no saan, ituloy ti Q81>",routing-note,flagged
F2,ilo,Facilities are overcrowded or operating beyond capacity and do not accept the health care provider's patient referrals,Facilities are overcrowded or operating beyond capacity and do not accept the health care provider's patient referrals,"Napusek dagiti pasilidad wenno agtartaray iti labes ti kapasidad ken dida awaten dagiti panangiturong ti pasiente ti health care provider) (ituloy ti Q63 no doktor/ dentista, no saan, ituloy ti Q91>",routing-note,flagged
F2,ilo,"On a scale of 1-5 with 5 as highest, how fair is your professional fee reimbursement compared to colleagues in other specialties with similar years of training who practice in facilities which are not ZBB accredited?","On a scale of 1-5 with 5 as highest, how fair is your professional fee reimbursement compared to colleagues in other specialties with similar years of training who practice in facilities which are not ZBB accredited?","(Iti sukog a 1-5 nga addaan iti 5 a kangatuan, kasano a patas ti pannakaisubli ti propesional a bayadmo no idilig kadagiti kakaduam iti dadduma nga espesialidad nga addaan iti umasping a tawen ti panagsanay nga agprakpraktis kadagiti pasilidad a saan nga akreditado iti ZBB? ) ) 1 2 3 4 5",digit-mismatch,flagged
F2,ilo,"On a scale of 1-5 with 5 as highest, how adequate is your professional fee given your specialization and expertise?","On a scale of 1-5 with 5 as highest, how adequate is your professional fee given your specialization and expertise?","(Iti sukog a 1-5 nga addaan iti 5 a kangatuan, kasano nga umdas ti propesional a bayadmo gapu iti espesialisasion ken kinalaingmo?) 1 2 3 4 5",digit-mismatch,flagged
F2,ilo,"On a scale of 1-5 with 5 as highest, do you agree that the current reimbursement rates accurately reflect the complexity and cognitive effort required for your most frequent procedures?","On a scale of 1-5 with 5 as highest, do you agree that the current reimbursement rates accurately reflect the complexity and cognitive effort required for your most frequent procedures?","Iti sukog a 1-5 nga addaan iti 5 kas kangatuan, umanamongka kadi a dagiti agdama a gatad ti pannakaisubli ti kuarta ket umiso nga iyanninawna ti kinarikut ken kognitibo a panagregget a kasapulan para kadagiti masansan a pamay-am?l 1 2 3 4 5",digit-mismatch,flagged
F2,ilo,"On a scale of 1-5 with 5 as highest, does your professional fee compensate for the medico-legal risks associated with your specific field?","On a scale of 1-5 with 5 as highest, does your professional fee compensate for the medico-legal risks associated with your specific field?","(Iti sukog a 1-5 nga addaan iti 5 a kangatuan, ti kadi propesional a bayadmo ket mangbayad kadagiti medico-legal a peggad a nainaig iti espesipiko a tay-akmo?) 1 2 3 4 5",digit-mismatch,flagged
F2,ilo,"On a scale of 1-5 with 5 as highest, do reimbursement rates influence your practice's pricing strategy?","On a scale of 1-5 with 5 as highest, do reimbursement rates influence your practice's pricing strategy?","(Iti sukog a 1-5 nga addaan iti 5 kas kangatuan, impluensiaan kadi dagiti gatad ti pannakaisubli ti estratehia ti panagpresyo ti praktisyo?) 1 2 3 4 5",digit-mismatch,flagged
F2,ilo,"On a scale of 1-5 with 5 as highest, how acceptable is the professional fee regulation or standardization under UHC?","On a scale of 1-5 with 5 as highest, how acceptable is the professional fee regulation or standardization under UHC?","(Iti scale a 1-5 nga addaan iti 5 a kas kangatuan, kasano a maawat ti professional fee regulation wenno standardization iti sidong ti UHC?) 1 2 3 4 5",digit-mismatch,flagged
F2,ilo,Never,Never,Saan uray inton kaano,length-ratio,flagged
F2,ilo,"We understand that in a health facility, it's often necessary to perform tasks outside of your job description to ensure that high quality patient care is maintained. These questions ask about instances when this happens in your day-to-day work. All information here will be kept confidential and anonymous. Please check the box of your answer.","We understand that in a health facility, it's often necessary to perform tasks outside of your job description to ensure that high quality patient care is maintained. These questions ask about instances when this happens in your day-to-day work. All information here will be kept confidential and anonymous. Please check the box of your answer.","Maawatanmi nga iti pasilidad ti salun-at, masansan a kasapulan nga aramiden dagiti trabaho iti ruar ti deskripsion ti trabahom tapno masigurado a mataginayon ti nangato a kalidad ti panangaywan iti pasiente. Dagitoy a saludsod ket agsaludsod maipapan kadagiti pasamak no mapasamak daytoy iti inaldaw a trabahom. Amin nga impormasion ditoy ket pagtalinaeden a kompidensial ken saan a maipakaammo ti nagan. Pangngaasiyo ta i-check-yo ti kahon ti sungbatyo.",overlong-span,flagged
F2,ilo,Explaining treatment plans to patients and relatives,Explaining treatment plans to patients and relatives,,empty,flagged
F2,ilo,Agree but for medical tasks only,Agree but for medical tasks only,,empty,flagged
F2,ilo,Agree for both medical and clerical tasks,Agree for both medical and clerical tasks,,empty,flagged
F2,ilo,Agree but for clerical tasks only,Agree but for clerical tasks only,,empty,flagged
F2,ilo,Disagree for both medical and clerical tasks,Disagree for both medical and clerical tasks,,empty,flagged
F2,ilo,These questions ask about your satisfaction with the support you receive from your facility. Please place your answer in the space provided or check the box of your answer.,These questions ask about your satisfaction with the support you receive from your facility. Please place your answer in the space provided or check the box of your answer.,,empty,flagged
F2,ilo,Hard to coordinate,Hard to coordinate,,empty,flagged
F2,ilo,Seldom,Seldom,,empty,flagged
F2,ilo,Are there any questions you expected that we would ask and that we didn't?,Are there any questions you expected that we would ask and that we didn't?,,not-in-paper,flagged
F2,ilo,Are there any questions you feel may be too sensitive or that may affect the response rate that we should consider deleting?,Are there any questions you feel may be too sensitive or that may affect the response rate that we should consider deleting?,,not-in-paper,flagged
F2,ilo,"Definitions —
1. Regular Employment: Employees perform tasks necessary or desirable to the employer's main business, usually after a probationary period. They enjoy full security of tenure.
2. Probationary Employment: A trial period (maximum of 6 months) to determine if the employee meets the standards for regularization.
3. Casual Employment: Work is not essential to the main business and is usually for a short period. If a casual employee works for at least one year, they may become regular.
4. Project-based (Project Employment): Employment is fixed for a specific project or undertaking, with the end date determined by the completion of that project.
5. Seasonal Employment: Work is only performed during specific, recurring times of the year, such as holidays or harvest seasons.
6. Fixed-Term Employment: The contract specifies a set duration for the employment, agreed upon by both parties.
7. Other (Job Order): worker is classified as a contractual worker or contract of service personnel, hired for a short-term, specific piece of work.","Definitions —
1. Regular Employment: Employees perform tasks necessary or desirable to the employer's main business, usually after a probationary period. They enjoy full security of tenure.
2. Probationary Employment: A trial period (maximum of 6 months) to determine if the employee meets the standards for regularization.
3. Casual Employment: Work is not essential to the main business and is usually for a short period. If a casual employee works for at least one year, they may become regular.
4. Project-based (Project Employment): Employment is fixed for a specific project or undertaking, with the end date determined by the completion of that project.
5. Seasonal Employment: Work is only performed during specific, recurring times of the year, such as holidays or harvest seasons.
6. Fixed-Term Employment: The contract specifies a set duration for the employment, agreed upon by both parties.
7. Other (Job Order): worker is classified as a contractual worker or contract of service personnel, hired for a short-term, specific piece of work.",,not-in-paper,flagged
